CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
34037372400,New Jersey,Sussex County,0,2538,875,0,41.0,1.62,0,0,0,0,0,0,5.2,113846.0,0,0,0,0,0,0,0,0,,,,,,,2538.0,100.0,478.0,18.83,593.0,23.36,325.0,12.81,2422.0,95.43,40.0,1.58,19.0,0.75,0.0,0.0,0.0,0.0,57.0,2.25,129.0,5.08,19.0,2.16,17.0,1.92,2538.0,100.0,478.0,18.83,593.0,23.36,325.0,12.81,2422.0,95.43,40.0,1.58,19.0,0.75,0.0,0.0,0.0,0.0,57.0,2.25,129.0,5.08,19.0,2.16,17.0,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,593.0,325.0,2422.0,40.0,19.0,0.0,0.0,57.0,129.0,18.0,16.0
34037372500,New Jersey,Sussex County,1,3175,1266,0,0.0,0.0,0,0,0,0,0,0,5.3,107390.0,1,1,1,1,1,0,0,0,3116.0,3172.0,3116.0,630.0,642.0,630.0,3172.0,99.91,642.0,20.21,734.0,23.13,399.0,12.55,2864.0,90.21,113.0,3.56,85.0,2.68,0.0,0.0,5.0,0.16,105.0,3.31,223.0,7.02,74.0,5.82,61.0,4.83,3116.0,98.13,630.0,19.85,721.0,22.71,392.0,12.34,2809.0,88.47,113.0,3.56,85.0,2.67,0.0,0.0,5.0,0.16,104.0,3.27,219.0,6.9,72.0,5.72,60.0,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,735.0,399.0,2867.0,113.0,85.0,0.0,5.0,105.0,223.0,71.0,59.0
34037372600,New Jersey,Sussex County,0,5038,1989,0,4.0,0.08,0,0,0,0,0,0,2.0,119583.0,0,0,0,0,0,0,0,0,,,,,,,5015.0,99.54,411.0,8.15,1010.0,20.05,793.0,15.75,4639.0,92.07,101.0,2.0,161.0,3.21,1.0,0.02,9.0,0.18,104.0,2.06,233.0,4.63,7.0,0.34,51.0,2.58,4681.0,92.92,381.0,7.56,932.0,18.5,768.0,15.24,4326.0,85.87,100.0,1.98,151.0,3.0,1.0,0.02,7.0,0.14,97.0,1.92,208.0,4.13,6.0,0.3,48.0,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,1015.0,795.0,4660.0,101.0,162.0,1.0,9.0,105.0,234.0,7.0,50.0
34037372700,New Jersey,Sussex County,1,3277,1364,0,4.0,0.12,0,0,0,0,0,0,6.9,88821.0,1,1,1,1,1,0,0,0,3272.0,3277.0,3272.0,494.0,495.0,494.0,3277.0,100.0,495.0,15.12,737.0,22.49,385.0,11.75,2991.0,91.27,66.0,2.01,67.0,2.04,0.0,0.0,8.0,0.24,145.0,4.42,225.0,6.87,62.0,4.58,51.0,3.77,3272.0,99.84,494.0,15.08,735.0,22.44,385.0,11.74,2986.0,91.12,66.0,2.01,67.0,2.04,0.0,0.0,8.0,0.24,145.0,4.42,225.0,6.86,62.0,4.58,51.0,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,737.0,385.0,2991.0,66.0,67.0,0.0,8.0,145.0,225.0,57.0,50.0
34037372800,New Jersey,Sussex County,1,1637,645,0,3.0,0.18,0,0,0,0,0,0,8.7,88684.0,0,1,0,1,0,0,0,0,471.0,863.0,471.0,139.0,227.0,139.0,863.0,52.71,227.0,13.85,161.0,9.85,114.0,6.99,806.0,49.21,15.0,0.93,14.0,0.88,0.0,0.0,2.0,0.11,26.0,1.58,65.0,3.96,10.0,1.48,36.0,5.56,471.0,28.76,139.0,8.51,85.0,5.18,64.0,3.94,445.0,27.17,5.0,0.32,7.0,0.44,0.0,0.0,1.0,0.04,13.0,0.8,35.0,2.11,5.0,0.71,20.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,322.0,189.0,1504.0,43.0,37.0,0.0,3.0,50.0,123.0,23.0,69.0
34037372900,New Jersey,Sussex County,1,3408,1291,0,20.0,0.59,0,1,0,0,0,1,8.0,74207.0,0,1,0,1,0,0,0,0,436.0,1052.0,436.0,142.0,343.0,142.0,1052.0,30.87,343.0,10.07,245.0,7.19,131.0,3.85,968.0,28.41,20.0,0.59,27.0,0.8,0.0,0.0,1.0,0.04,35.0,1.04,63.0,1.85,25.0,1.93,24.0,1.82,436.0,12.78,142.0,4.16,100.0,2.94,56.0,1.63,415.0,12.18,2.0,0.06,10.0,0.3,0.0,0.0,0.0,0.0,8.0,0.25,25.0,0.73,10.0,0.76,9.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.0,797.0,470.0,3145.0,67.0,51.0,0.0,12.0,133.0,272.0,87.0,82.0
34037373000,New Jersey,Sussex County,1,2410,864,0,0.0,0.0,0,0,0,0,0,0,5.6,95078.0,1,1,1,1,1,0,0,0,2410.0,2410.0,2410.0,257.0,257.0,257.0,2410.0,100.0,257.0,10.66,590.0,24.48,275.0,11.41,2295.0,95.23,8.0,0.33,44.0,1.83,4.0,0.17,1.0,0.04,58.0,2.41,151.0,6.27,43.0,4.96,31.0,3.55,2410.0,100.0,257.0,10.66,590.0,24.48,275.0,11.41,2295.0,95.23,8.0,0.33,44.0,1.83,4.0,0.17,1.0,0.04,58.0,2.41,151.0,6.27,43.0,4.96,31.0,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,590.0,275.0,2295.0,8.0,44.0,4.0,1.0,58.0,151.0,39.0,29.0
34037373100,New Jersey,Sussex County,0,6206,1929,0,13.0,0.21,0,0,0,0,0,0,3.4,145536.0,0,0,0,0,0,0,0,0,,,,,,,6000.0,96.68,711.0,11.46,1933.0,31.15,465.0,7.49,5519.0,88.94,96.0,1.54,216.0,3.48,2.0,0.03,8.0,0.13,159.0,2.56,379.0,6.11,33.0,1.71,32.0,1.66,5725.0,92.26,687.0,11.07,1837.0,29.59,447.0,7.2,5289.0,85.22,86.0,1.38,194.0,3.12,2.0,0.03,8.0,0.13,148.0,2.38,364.0,5.87,30.0,1.56,31.0,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,1990.0,491.0,5690.0,105.0,232.0,2.0,8.0,169.0,408.0,36.0,33.0
34037373200,New Jersey,Sussex County,0,3802,1201,0,0.0,0.0,0,0,0,0,0,0,2.8,170400.0,0,0,0,0,0,0,0,0,,,,,,,3790.0,99.67,323.0,8.5,1209.0,31.79,297.0,7.82,3604.0,94.8,34.0,0.89,71.0,1.88,0.0,0.0,4.0,0.11,76.0,2.01,161.0,4.23,0.0,0.0,0.0,0.0,3664.0,96.36,314.0,8.26,1177.0,30.96,282.0,7.43,3489.0,91.78,31.0,0.82,67.0,1.77,0.0,0.0,4.0,0.11,72.0,1.88,156.0,4.11,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,1211.0,299.0,3615.0,34.0,72.0,0.0,4.0,77.0,161.0,0.0,0.0
34037373300,New Jersey,Sussex County,1,2983,1007,0,0.0,0.0,0,0,0,0,0,0,4.5,131563.0,1,1,1,1,1,0,0,0,2761.0,2891.0,2761.0,375.0,393.0,375.0,2891.0,96.92,393.0,13.17,839.0,28.12,285.0,9.57,2708.0,90.78,21.0,0.7,94.0,3.14,2.0,0.07,5.0,0.16,62.0,2.07,170.0,5.69,44.0,4.42,58.0,5.73,2761.0,92.57,375.0,12.58,804.0,26.95,267.0,8.95,2593.0,86.94,20.0,0.68,88.0,2.93,2.0,0.07,4.0,0.14,54.0,1.8,149.0,5.01,42.0,4.18,55.0,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,861.0,295.0,2787.0,25.0,97.0,2.0,6.0,66.0,183.0,47.0,61.0
34037373400,New Jersey,Sussex County,1,6731,2731,0,25.0,0.37,0,0,0,0,0,0,1.5,142917.0,1,1,1,1,1,0,0,0,4829.0,6323.0,4829.0,73.0,225.0,73.0,6323.0,93.93,225.0,3.34,1556.0,23.12,961.0,14.27,6084.0,90.39,34.0,0.5,85.0,1.27,0.0,0.0,4.0,0.06,115.0,1.72,268.0,3.97,69.0,2.54,51.0,1.86,4829.0,71.75,73.0,1.09,1238.0,18.39,669.0,9.94,4670.0,69.38,22.0,0.32,54.0,0.81,0.0,0.0,2.0,0.03,81.0,1.21,172.0,2.55,37.0,1.34,37.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,1630.0,1113.0,6477.0,34.0,90.0,0.0,4.0,126.0,302.0,99.0,52.0
34037373500,New Jersey,Sussex County,1,3948,1209,0,675.0,17.1,0,0,0,0,0,0,7.4,117000.0,1,1,1,1,1,0,0,0,3948.0,3948.0,3948.0,706.0,706.0,706.0,3948.0,100.0,706.0,17.89,785.0,19.88,767.0,19.43,3657.0,92.63,145.0,3.67,39.0,0.99,0.0,0.0,5.0,0.13,102.0,2.58,210.0,5.32,28.0,2.35,23.0,1.93,3948.0,100.0,706.0,17.89,785.0,19.88,767.0,19.43,3657.0,92.63,145.0,3.67,39.0,0.99,0.0,0.0,5.0,0.13,102.0,2.58,210.0,5.32,28.0,2.35,23.0,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,785.0,767.0,3657.0,145.0,39.0,0.0,5.0,102.0,210.0,26.0,22.0
34037373600,New Jersey,Sussex County,1,2977,1102,0,61.0,2.05,0,0,0,0,0,0,4.8,130875.0,1,1,1,1,1,0,0,0,2407.0,2810.0,2407.0,394.0,460.0,394.0,2810.0,94.4,460.0,15.44,705.0,23.69,293.0,9.83,2536.0,85.2,72.0,2.41,136.0,4.58,0.0,0.0,4.0,0.13,62.0,2.09,148.0,4.98,53.0,4.83,16.0,1.44,2407.0,80.85,394.0,13.22,592.0,19.9,254.0,8.52,2184.0,73.35,54.0,1.82,116.0,3.89,0.0,0.0,4.0,0.12,50.0,1.67,128.0,4.3,46.0,4.21,14.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0,738.0,318.0,2690.0,75.0,138.0,0.0,8.0,66.0,161.0,57.0,17.0
34037373700,New Jersey,Sussex County,1,3976,1625,0,522.0,13.13,0,1,0,1,1,1,19.6,68641.0,0,1,0,1,0,0,0,1,481.0,2045.0,481.0,94.0,525.0,94.0,2045.0,51.42,525.0,13.2,294.0,7.39,773.0,19.44,1928.0,48.5,26.0,0.65,47.0,1.19,0.0,0.0,3.0,0.07,40.0,1.02,86.0,2.17,190.0,11.68,71.0,4.36,481.0,12.11,94.0,2.37,41.0,1.04,314.0,7.89,472.0,11.86,2.0,0.05,6.0,0.16,0.0,0.0,0.0,0.01,1.0,0.03,10.0,0.25,67.0,4.15,18.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.0,716.0,1059.0,3434.0,197.0,90.0,3.0,12.0,240.0,436.0,318.0,136.0
34037373800,New Jersey,Sussex County,1,4021,1545,0,51.0,1.27,0,0,0,0,0,0,8.1,82188.0,1,1,1,1,1,0,0,0,793.0,2629.0,793.0,87.0,554.0,87.0,2629.0,65.38,554.0,13.78,663.0,16.49,310.0,7.71,2296.0,57.1,110.0,2.74,121.0,3.0,1.0,0.02,12.0,0.3,89.0,2.22,249.0,6.19,61.0,3.96,78.0,5.08,793.0,19.73,87.0,2.17,222.0,5.51,86.0,2.13,678.0,16.85,41.0,1.01,53.0,1.31,0.0,0.0,1.0,0.03,21.0,0.52,84.0,2.09,12.0,0.78,21.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.0,980.0,422.0,3367.0,193.0,148.0,1.0,27.0,285.0,551.0,111.0,127.0
34037373900,New Jersey,Sussex County,0,4099,1553,0,0.0,0.0,0,0,0,0,0,0,6.3,99183.0,0,0,0,0,0,0,0,0,,,,,,,4099.0,100.0,870.0,21.22,898.0,21.91,459.0,11.2,3979.0,97.07,27.0,0.66,29.0,0.71,1.0,0.02,2.0,0.05,61.0,1.49,90.0,2.2,20.0,1.26,53.0,3.42,4099.0,100.0,870.0,21.22,898.0,21.91,459.0,11.2,3979.0,97.07,27.0,0.66,29.0,0.71,1.0,0.02,2.0,0.05,61.0,1.49,90.0,2.2,20.0,1.26,53.0,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,898.0,459.0,3979.0,27.0,29.0,1.0,2.0,61.0,90.0,20.0,50.0
34037374000,New Jersey,Sussex County,0,3437,1207,0,13.0,0.38,0,0,0,0,0,0,7.8,127292.0,0,0,0,0,0,0,0,0,,,,,,,3381.0,98.38,431.0,12.53,865.0,25.15,466.0,13.57,3251.0,94.58,18.0,0.52,53.0,1.54,0.0,0.0,4.0,0.1,56.0,1.63,127.0,3.68,12.0,1.0,0.0,0.0,3078.0,89.55,392.0,11.4,787.0,22.89,433.0,12.59,2960.0,86.12,18.0,0.52,45.0,1.32,0.0,0.0,2.0,0.06,53.0,1.53,118.0,3.43,11.0,0.92,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0,883.0,469.0,3301.0,18.0,58.0,0.0,4.0,56.0,127.0,11.0,0.0
34037374100,New Jersey,Sussex County,0,3601,1181,0,11.0,0.31,0,0,0,0,0,0,5.4,145592.0,0,0,0,0,0,0,0,0,,,,,,,3601.0,100.0,491.0,13.64,1021.0,28.35,388.0,10.77,3413.0,94.78,45.0,1.25,62.0,1.72,0.0,0.0,1.0,0.03,80.0,2.22,173.0,4.8,35.0,2.99,21.0,1.79,3601.0,100.0,491.0,13.64,1021.0,28.35,388.0,10.77,3413.0,94.78,45.0,1.25,62.0,1.72,0.0,0.0,1.0,0.03,80.0,2.22,173.0,4.8,35.0,2.99,21.0,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.0,1021.0,388.0,3413.0,45.0,62.0,0.0,1.0,80.0,173.0,35.0,22.0
34037374200,New Jersey,Sussex County,0,2372,871,0,5.0,0.21,0,0,0,0,0,0,3.8,114554.0,0,0,0,0,0,0,0,0,,,,,,,2331.0,98.26,267.0,11.26,523.0,22.03,273.0,11.51,2180.0,91.89,41.0,1.73,63.0,2.67,1.0,0.04,8.0,0.34,38.0,1.59,101.0,4.25,9.0,1.01,0.0,0.0,1706.0,71.92,208.0,8.79,381.0,16.06,203.0,8.57,1612.0,67.95,20.0,0.84,38.0,1.6,1.0,0.04,4.0,0.17,31.0,1.32,68.0,2.88,9.0,1.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,528.0,282.0,2217.0,42.0,65.0,1.0,8.0,39.0,102.0,10.0,0.0
34037374300,New Jersey,Sussex County,0,3545,1235,0,0.0,0.0,0,0,0,0,0,0,2.4,104336.0,0,0,0,0,0,0,0,0,,,,,,,3405.0,96.06,215.0,6.06,866.0,24.42,358.0,10.09,3235.0,91.26,28.0,0.78,77.0,2.17,0.0,0.0,1.0,0.03,64.0,1.81,163.0,4.58,11.0,0.91,25.0,1.98,2418.0,68.2,136.0,3.84,597.0,16.84,270.0,7.63,2314.0,65.27,16.0,0.44,42.0,1.19,0.0,0.0,0.0,0.0,46.0,1.3,116.0,3.27,6.0,0.52,18.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,897.0,372.0,3371.0,28.0,78.0,0.0,1.0,67.0,165.0,11.0,25.0
34037374400,New Jersey,Sussex County,1,2433,820,0,0.0,0.0,0,0,0,0,0,0,1.1,139583.0,1,1,1,1,1,0,0,0,2433.0,2433.0,2433.0,128.0,128.0,128.0,2433.0,100.0,128.0,5.27,723.0,29.72,189.0,7.77,2290.0,94.12,53.0,2.18,36.0,1.48,0.0,0.0,1.0,0.04,53.0,2.18,150.0,6.17,27.0,3.29,12.0,1.46,2433.0,100.0,128.0,5.27,723.0,29.72,189.0,7.77,2290.0,94.12,53.0,2.18,36.0,1.48,0.0,0.0,1.0,0.04,53.0,2.18,150.0,6.17,27.0,3.29,12.0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,723.0,189.0,2290.0,53.0,36.0,0.0,1.0,53.0,150.0,27.0,12.0
34037374500,New Jersey,Sussex County,1,2016,801,0,0.0,0.0,0,0,0,0,0,0,3.3,108500.0,1,1,1,1,1,0,0,0,2016.0,2016.0,2016.0,251.0,251.0,251.0,2016.0,100.0,251.0,12.44,404.0,20.04,202.0,10.02,1872.0,92.86,35.0,1.74,65.0,3.22,0.0,0.0,4.0,0.2,40.0,1.98,177.0,8.78,33.0,4.12,0.0,0.0,2016.0,100.0,251.0,12.44,404.0,20.04,202.0,10.02,1872.0,92.86,35.0,1.74,65.0,3.22,0.0,0.0,4.0,0.2,40.0,1.98,177.0,8.78,33.0,4.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,404.0,202.0,1872.0,35.0,65.0,0.0,4.0,40.0,177.0,31.0,0.0
34037374600,New Jersey,Sussex County,1,3610,1396,0,10.0,0.28,0,0,0,0,0,0,4.1,94717.0,1,1,1,1,1,0,0,0,2465.0,3598.0,2465.0,358.0,590.0,358.0,3598.0,99.66,590.0,16.35,817.0,22.64,372.0,10.31,3287.0,91.06,57.0,1.58,84.0,2.33,0.0,0.0,3.0,0.07,167.0,4.62,305.0,8.45,29.0,2.08,83.0,5.94,2465.0,68.29,358.0,9.91,556.0,15.4,242.0,6.69,2270.0,62.88,38.0,1.05,63.0,1.76,0.0,0.0,0.0,0.0,94.0,2.61,200.0,5.53,16.0,1.14,57.0,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0,820.0,374.0,3298.0,57.0,84.0,0.0,3.0,168.0,307.0,28.0,79.0
34037374700,New Jersey,Sussex County,1,4307,1653,0,3.0,0.07,0,0,0,0,0,0,1.5,97011.0,1,1,1,1,1,0,0,0,4307.0,4307.0,4307.0,640.0,640.0,640.0,4307.0,100.0,640.0,14.87,930.0,21.59,513.0,11.91,3956.0,91.85,115.0,2.67,84.0,1.95,1.0,0.02,3.0,0.07,148.0,3.44,365.0,8.47,64.0,3.89,14.0,0.82,4307.0,100.0,640.0,14.87,930.0,21.59,513.0,11.91,3956.0,91.85,115.0,2.67,84.0,1.95,1.0,0.02,3.0,0.07,148.0,3.44,365.0,8.47,64.0,3.89,14.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0,930.0,513.0,3956.0,115.0,84.0,1.0,3.0,148.0,365.0,61.0,13.0
34037374800,New Jersey,Sussex County,1,4505,1580,0,8.0,0.18,0,0,0,0,0,0,2.2,101313.0,1,1,1,1,1,0,0,0,4497.0,4505.0,4497.0,695.0,697.0,695.0,4505.0,100.0,697.0,15.47,1049.0,23.29,412.0,9.15,4088.0,90.74,144.0,3.2,117.0,2.6,1.0,0.02,3.0,0.07,152.0,3.37,533.0,11.83,49.0,3.08,22.0,1.42,4497.0,99.82,695.0,15.43,1047.0,23.23,411.0,9.13,4080.0,90.57,144.0,3.19,117.0,2.59,1.0,0.02,3.0,0.07,152.0,3.37,533.0,11.83,49.0,3.08,22.0,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.0,1049.0,412.0,4088.0,144.0,117.0,1.0,3.0,152.0,533.0,47.0,22.0
34037374900,New Jersey,Sussex County,1,4319,1619,0,7.0,0.16,0,0,0,0,0,0,6.7,86382.0,1,1,1,1,1,0,0,0,4319.0,4319.0,4319.0,778.0,778.0,778.0,4319.0,100.0,778.0,18.0,1006.0,23.29,362.0,8.38,3878.0,89.79,147.0,3.4,75.0,1.74,1.0,0.02,6.0,0.14,212.0,4.91,639.0,14.8,47.0,2.88,101.0,6.21,4319.0,100.0,778.0,18.0,1006.0,23.29,362.0,8.38,3878.0,89.79,147.0,3.4,75.0,1.74,1.0,0.02,6.0,0.14,212.0,4.91,639.0,14.8,47.0,2.88,101.0,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.0,1006.0,362.0,3878.0,147.0,75.0,1.0,6.0,212.0,639.0,45.0,104.0
34039030200,New Jersey,Union County,1,3011,879,0,5.0,0.17,0,0,0,0,0,1,24.7,38375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,927.0,141.0,1264.0,919.0,12.0,2.0,42.0,772.0,1985.0,364.0,128.0
34039030400,New Jersey,Union County,1,5674,1692,0,38.0,0.67,0,0,0,0,0,1,24.7,35043.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.0,1885.0,391.0,2283.0,2102.0,71.0,0.0,29.0,1189.0,3168.0,722.0,446.0
34039030500,New Jersey,Union County,1,5324,1549,0,0.0,0.0,0,0,0,0,0,1,18.8,51389.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.0,1605.0,322.0,2905.0,761.0,47.0,0.0,57.0,1554.0,3992.0,307.0,180.0
34039030600,New Jersey,Union County,1,3685,1296,0,1.0,0.03,0,1,0,1,1,1,27.2,50313.0,0,1,0,1,0,0,0,1,5.0,2556.0,5.0,2.0,1105.0,2.0,2556.0,69.35,1105.0,29.99,833.0,22.59,222.0,6.03,1213.0,32.92,848.0,23.01,21.0,0.56,0.0,0.0,24.0,0.65,450.0,12.21,1328.0,36.04,223.0,17.23,203.0,15.64,5.0,0.14,2.0,0.06,1.0,0.03,0.0,0.0,1.0,0.02,3.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.03,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.0,1126.0,332.0,1956.0,988.0,51.0,0.0,28.0,662.0,1943.0,363.0,275.0
34039030701,New Jersey,Union County,1,1935,637,0,0.0,0.0,0,0,0,0,0,1,13.1,63750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0,517.0,185.0,1391.0,96.0,55.0,0.0,3.0,390.0,1169.0,50.0,80.0
34039030702,New Jersey,Union County,1,7384,2530,0,30.0,0.41,0,0,0,0,0,1,15.5,45691.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3957.0,1887.0,721.0,4529.0,1041.0,186.0,1.0,81.0,1546.0,4966.0,320.0,402.0
34039030802,New Jersey,Union County,1,3087,939,0,272.0,8.81,0,0,0,0,0,1,17.4,74545.0,0,0,0,0,0,0,0,0,,64.0,,,17.0,,64.0,2.07,17.0,0.55,15.0,0.48,11.0,0.34,46.0,1.48,10.0,0.32,1.0,0.02,0.0,0.0,0.0,0.01,7.0,0.24,38.0,1.22,3.0,0.28,2.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.0,748.0,325.0,1861.0,441.0,70.0,0.0,10.0,705.0,2038.0,120.0,83.0
34039030900,New Jersey,Union County,1,6072,1860,0,0.0,0.0,0,1,0,0,0,1,13.5,45417.0,0,1,0,1,0,0,0,0,,1339.0,,,534.0,,1339.0,22.06,534.0,8.79,380.0,6.25,148.0,2.44,895.0,14.75,96.0,1.58,10.0,0.17,0.0,0.0,3.0,0.04,335.0,5.52,893.0,14.71,93.0,5.02,52.0,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.0,1736.0,578.0,4243.0,321.0,51.0,0.0,49.0,1408.0,4580.0,362.0,219.0
